Stem,Word,Affix,Type
test,latest,la,prefix
test,testify,ify,suffix
support,supported,ed,suffix
support,supporters,ers,suffix
spahn,spahnie,ie,suffix
picket,picketing,ing,suffix
picket,picketed,ed,suffix
pick,pickup,up,suffix
pick,picked,ed,suffix
pick,picking,ing,suffix
pick,pickers,ers,suffix
pick,picket,et,suffix
pick,picker,er,suffix
suit,suited,ed,suffix
suit,pursuit,pur,prefix
suit,suitable,able,suffix
suit,suites,es,suffix
water,watered,ed,suffix
water,waterline,line,suffix
ten,tenor,or,suffix
ten,beaten,bea,prefix
ten,tended,ded,suffix
ten,tends,ds,suffix
ten,tension,sion,suffix
ten,listen,lis,prefix
ten,tending,ding,suffix
ten,tense,se,suffix
ten,tenure,ure,suffix
threat,threaten,en,suffix
threat,threatened,ened,suffix
putt,putting,ing,suffix
putt,putted,ed,suffix
putt,putter,er,suffix
put,putting,ting,suffix
put,putted,ted,suffix
put,putter,ter,suffix
put,output,out,prefix
put,putout,out,suffix
bypass,bypassed,ed,suffix
delight,delighted,ed,suffix
delight,delightful,ful,suffix
endless,endlessly,ly,suffix
spring,springing,ing,suffix
ranged,arranged,ar,prefix
pair,impair,im,prefix
pair,repair,re,prefix
pair,despair,des,prefix
pair,paired,ed,suffix
arm,armed,ed,suffix
arm,charm,ch,prefix
arm,armory,ory,suffix
per,perched,ched,suffix
per,cooper,coo,prefix
per,permit,mit,suffix
per,upper,up,prefix
per,loper,lo,prefix
per,person,son,suffix
per,perry,ry,suffix
per,persons,sons,suffix
per,perform,form,suffix
per,supper,sup,prefix
per,proper,pro,prefix
per,taper,ta,prefix
eva,evans,ns,suffix
dan,dangers,gers,suffix
dan,danger,ger,suffix
dan,dancing,cing,suffix
dan,dance,ce,suffix
dan,dances,ces,suffix
dan,danny,ny,suffix
dan,danish,ish,suffix
set,asset,as,prefix
set,settle,tle,suffix
set,setup,up,suffix
set,outset,out,prefix
set,setting,ting,suffix
set,sunset,sun,prefix
set,upset,up,prefix
set,settling,tling,suffix
set,setback,back,suffix
illegal,illegally,ly,suffix
era,opera,op,prefix
era,erasing,sing,suffix
era,erase,se,suffix
spite,despite,de,prefix
reside,residence,nce,suffix
reside,fireside,fi,prefix
reside,residents,nts,suffix
reside,resident,nt,suffix
cause,because,be,prefix
ffa,hoffa,ho,prefix
expand,expanding,ing,suffix
expand,expanded,ed,suffix
produced,reproduced,re,prefix
resist,resisting,ing,suffix
resist,resistant,ant,suffix
resist,resistance,ance,suffix
carpet,carpeting,ing,suffix
carpet,carpeted,ed,suffix
seven,seventh,th,suffix
seven,seventy,ty,suffix
seven,seventeen,teen,suffix
serious,seriously,ly,suffix
block,blocked,ed,suffix
block,blockade,ade,suffix
bloc,blocked,ked,suffix
dead,deadly,ly,suffix
dead,deadline,line,suffix
secret,secretary,ary,suffix
secret,secretly,ly,suffix
each,breach,br,prefix
each,preach,pr,prefix
most,almost,al,prefix
most,mostly,ly,suffix
oft,often,en,suffix
dress,address,ad,prefix
dress,headdress,head,prefix
dress,dressers,ers,suffix
seed,seedless,less,suffix
marvel,marveled,ed,suffix
marv,marvel,el,suffix
marv,marvin,in,suffix
marked,remarked,re,prefix
occur,occurred,red,suffix
occur,occurrence,rence,suffix
poll,polled,ed,suffix
tough,toughest,est,suffix
tough,tougher,er,suffix
tough,toughness,ness,suffix
day,friday,fri,prefix
day,today,to,prefix
day,sunday,sun,prefix
day,everyday,every,prefix
carr,carried,ied,suffix
carr,carrel,el,suffix
carr,carries,ies,suffix
carr,carriers,iers,suffix
appear,appearing,ing,suffix
appear,appeared,ed,suffix
appear,appearance,ance,suffix
harvest,harvesting,ing,suffix
harvest,harvester,er,suffix
direct,directions,ions,suffix
direct,directing,ing,suffix
direct,direction,ion,suffix
direct,directors,ors,suffix
direct,directly,ly,suffix
direct,directed,ed,suffix
direct,indirect,in,prefix
direct,director,or,suffix
direct,directive,ive,suffix
net,monet,mo,prefix
net,janet,ja,prefix
net,bernet,ber,prefix
net,netted,ted,suffix
rich,riches,es,suffix
rich,richey,ey,suffix
rich,richest,est,suffix
rich,richard,ard,suffix
rich,richards,ards,suffix
rich,richmond,mond,suffix
rich,richer,er,suffix
address,headdress,he,prefix
address,addressing,ing,suffix
address,addressed,ed,suffix
address,addresses,es,suffix
trip,tripled,led,suffix
trip,tripping,ping,suffix
trip,triple,le,suffix
strip,airstrip,air,prefix
strip,stripes,es,suffix
strip,stripped,ped,suffix
ready,already,al,prefix
hostess,hostesses,es,suffix
though,although,al,prefix
friend,friendly,ly,suffix
friend,friendship,ship,suffix
small,smallwood,wood,suffix
small,smaller,er,suffix
small,smallest,est,suffix
break,breakdown,down,suffix
break,breakoff,off,suffix
break,breaking,ing,suffix
whip,whipple,ple,suffix
whip,whipped,ped,suffix
word,worded,ed,suffix
word,wording,ing,suffix
porter,reporter,re,prefix
forest,forestry,ry,suffix
forest,deforest,de,prefix
fore,foreman,man,suffix
fore,before,be,prefix
fore,forest,st,suffix
fore,forever,ver,suffix
pay,payment,ment,suffix
pay,repay,re,prefix
pay,payson,son,suffix
pay,paying,ing,suffix
pay,payments,ments,suffix
pay,payoff,off,suffix
drew,andrew,an,prefix
drew,withdrew,with,prefix
national,nationally,ly,suffix
nation,nationally,ally,suffix
nation,national,al,suffix
know,knowing,ing,suffix
heat,heather,her,suffix
heat,heating,ing,suffix
heat,heaters,ers,suffix
presents,represents,re,prefix
map,maple,le,suffix
furnish,furnished,ed,suffix
boy,boyce,ce,suffix
boy,boyer,er,suffix
creation,recreation,re,prefix
jim,jimmy,my,suffix
defend,defendants,ants,suffix
defend,defenders,ers,suffix
defend,defended,ed,suffix
defend,defendant,ant,suffix
defend,defending,ing,suffix
award,awarded,ed,suffix
award,awarding,ing,suffix
express,expresses,es,suffix
express,expressway,way,suffix
express,expressing,ing,suffix
express,expressed,ed,suffix
presses,expresses,ex,prefix
expected,unexpected,un,prefix
mess,message,age,suffix
mess,messrs,rs,suffix
tense,intense,in,prefix
start,starting,ing,suffix
start,starter,er,suffix
start,startling,ling,suffix
start,startled,led,suffix
start,started,ed,suffix
tactic,tactical,al,suffix
sudden,suddenness,ness,suffix
sudden,suddenly,ly,suffix
flood,flooded,ed,suffix
apart,apartments,ments,suffix
apart,apartment,ment,suffix
tour,tourists,ists,suffix
tour,touring,ing,suffix
tour,toured,ed,suffix
sponsor,sponsoring,ing,suffix
sponsor,sponsored,ed,suffix
ball,ballroom,room,suffix
ball,ballets,ets,suffix
ball,baseball,base,prefix
ball,ballot,ot,suffix
ball,ballet,et,suffix
sore,sorely,ly,suffix
stream,downstream,down,prefix
stream,streamer,er,suffix
many,germany,ger,prefix
earned,unearned,un,prefix
lines,sidelines,side,prefix
lines,headlines,head,prefix
lines,declines,dec,prefix
lines,airlines,air,prefix
obtain,obtaining,ing,suffix
obtain,obtained,ed,suffix
convened,reconvened,re,prefix
labor,laborers,ers,suffix
gold,goldberg,berg,suffix
gold,golden,en,suffix
forget,forgetting,ting,suffix
getting,forgetting,for,prefix
group,groupings,ings,suffix
step,stepped,ped,suffix
step,stepping,ping,suffix
step,stepson,son,suffix
chin,chinese,ese,suffix
margin,marginal,al,suffix
force,forceful,ful,suffix
force,enforce,en,prefix
solved,resolved,re,prefix
develop,developing,ing,suffix
develop,developers,ers,suffix
develop,developed,ed,suffix
limited,unlimited,un,prefix
actors,reactors,re,prefix
actors,tractors,tr,prefix
cat,catch,ch,suffix
cat,catching,ching,suffix
cat,cattle,tle,suffix
cat,cater,er,suffix
cat,catcher,cher,suffix
team,teamsters,sters,suffix
certain,certainly,ly,suffix
certain,uncertain,un,prefix
certain,certainty,ty,suffix
tired,retired,re,prefix
normal,normalcy,cy,suffix
normal,normally,ly,suffix
table,timetable,time,prefix
table,notable,no,prefix
fulfill,fulfilled,ed,suffix
filled,fulfilled,ful,prefix
push,pushed,ed,suffix
push,pushing,ing,suffix
road,abroad,ab,prefix
road,roadside,side,suffix
forms,reforms,re,prefix
forms,uniforms,uni,prefix
market,marketing,ing,suffix
market,marketings,ings,suffix
market,marketed,ed,suffix
request,requested,ed,suffix
request,requesting,ing,suffix
engine,engineer,er,suffix
engine,engineers,ers,suffix
quarrel,quarreling,ing,suffix
smell,smelling,ing,suffix
aimed,claimed,cl,prefix
import,important,ant,suffix
import,importance,ance,suffix
sales,salesman,man,suffix
sale,salesman,sman,suffix
sale,saledo,do,suffix
canvass,canvassers,ers,suffix
canvass,canvassed,ed,suffix
logic,logical,al,suffix
cover,recover,re,prefix
cover,covering,ing,suffix
cover,covered,ed,suffix
cover,coverage,age,suffix
explain,explained,ed,suffix
explain,explaining,ing,suffix
belated,belatedly,ly,suffix
wells,wellsley,ley,suffix
wells,wellsville,ville,suffix
wells,atwells,at,prefix
well,welled,ed,suffix
well,howell,ho,prefix
citizen,citizenry,ry,suffix
vision,revision,re,prefix
vision,envision,en,prefix
vision,provision,pro,prefix
joint,jointly,ly,suffix
date,mandate,man,prefix
scene,scenery,ry,suffix
burns,burnside,ide,suffix
feat,feature,ure,suffix
feat,feather,her,suffix
feat,defeat,de,prefix
feat,features,ures,suffix
ike,alike,al,prefix
span,spanish,ish,suffix
hard,hardest,est,suffix
hard,hardship,ship,suffix
hard,gerhard,ger,prefix
hard,harder,er,suffix
hard,harding,ing,suffix
hard,richard,ric,prefix
hard,hardly,ly,suffix
barr,barriers,iers,suffix
barr,barrage,age,suffix
barr,barrel,el,suffix
barr,barred,ed,suffix
barr,barrett,ett,suffix
barr,barring,ing,suffix
ties,counties,coun,prefix
ties,parties,par,prefix
widow,widowed,ed,suffix
cool,coolest,est,suffix
cool,cooled,ed,suffix
sold,soldiers,iers,suffix
sold,soldier,ier,suffix
note,denote,de,prefix
note,keynote,key,prefix
meaning,meaningful,ful,suffix
sets,assets,as,prefix
sets,insets,in,prefix
class,classics,ics,suffix
class,classes,es,suffix
class,classroom,room,suffix
class,classify,ify,suffix
class,outclass,out,prefix
class,classed,ed,suffix
class,classic,ic,suffix
class,classified,ified,suffix
idle,idleness,ness,suffix
gerald,geraldine,ine,suffix
nod,nodded,ded,suffix
rival,rivalries,ries,suffix
rival,arrival,ar,prefix
rival,rivalry,ry,suffix
drink,drinkhouse,house,suffix
drink,drinking,ing,suffix
clay,clayton,ton,suffix
flourish,flourished,ed,suffix
flourish,flourishes,es,suffix
flour,flourish,ish,suffix
elect,elected,ed,suffix
elect,electra,ra,suffix
elect,election,ion,suffix
elect,electric,ric,suffix
elect,electors,ors,suffix
elect,electing,ing,suffix
elect,elections,ions,suffix
gas,tougas,tou,prefix
gas,gaston,ton,suffix
nine,nineteen,teen,suffix
vow,vowed,ed,suffix
domes,domestic,tic,suffix
soon,sooner,er,suffix
gang,gangsters,sters,suffix
gang,gangling,ling,suffix
gang,gangland,land,suffix
russ,russia,ia,suffix
russ,russians,ians,suffix
russ,russian,ian,suffix
russ,russell,ell,suffix
dodge,dodgers,rs,suffix
sad,sadder,der,suffix
sad,sadism,ism,suffix
sad,sadness,ness,suffix
kel,kelly,ly,suffix
kel,dunkel,dun,prefix
ants,plants,pl,prefix
lean,leaned,ed,suffix
kick,kickoff,off,suffix
kick,kicked,ed,suffix
kick,kicking,ing,suffix
fierce,fiercest,st,suffix
reveal,revealed,ed,suffix
guilt,guiltless,less,suffix
judges,judgeship,hip,suffix
judge,judgeship,ship,suffix
want,wanting,ing,suffix
want,wanted,ed,suffix
concern,concerned,ed,suffix
concern,concerning,ing,suffix
chase,purchase,pur,prefix
swing,swinging,ing,suffix
swing,upswing,up,prefix
reform,reformers,ers,suffix
reform,reforming,ing,suffix
reform,reformer,er,suffix
proved,approved,ap,prefix
proved,improved,im,prefix
point,viewpoint,view,prefix
point,pointed,ed,suffix
point,appoint,ap,prefix
point,pointing,ing,suffix
pas,passed,sed,suffix
pas,passing,sing,suffix
pas,pastor,tor,suffix
pas,pastime,time,suffix
cape,escape,es,prefix
cape,capers,rs,suffix
export,exporting,ing,suffix
export,exported,ed,suffix
danger,dangerous,ous,suffix
bench,benches,es,suffix
bench,benched,ed,suffix
ben,benches,ches,suffix
ben,bench,ch,suffix
ben,benched,ched,suffix
travel,traveler,er,suffix
travel,traveled,ed,suffix
travel,travelers,ers,suffix
travel,traveling,ing,suffix
correct,correctly,ly,suffix
correct,corrected,ed,suffix
correct,correction,ion,suffix
rivers,riverside,ide,suffix
river,riverside,side,suffix
river,shriver,sh,prefix
river,riverview,view,suffix
viet,soviet,so,prefix
wick,eastwick,east,prefix
wick,warwick,war,prefix
mile,mileage,age,suffix
coast,coasted,ed,suffix
edge,pledge,pl,prefix
ease,please,pl,prefix
life,lifetime,time,suffix
winter,wintertime,time,suffix
intent,intention,ion,suffix
intent,intentions,ions,suffix
member,remember,re,prefix
member,membership,ship,suffix
reported,reportedly,ly,suffix
jock,jockey,ey,suffix
preach,preaching,ing,suffix
preach,preached,ed,suffix
aching,preaching,pre,prefix
aching,reaching,re,prefix
aching,coaching,co,prefix
aching,teaching,te,prefix
hot,hottest,test,suffix
hot,hotels,els,suffix
hot,hotel,el,suffix
bankrupt,bankruptcy,cy,suffix
learn,learning,ing,suffix
learn,learned,ed,suffix
park,parkway,way,suffix
park,parking,ing,suffix
park,parked,ed,suffix
park,parker,er,suffix
park,parkhouse,house,suffix
bal,balls,ls,suffix
bal,balks,ks,suffix
bal,balance,ance,suffix
bal,balking,king,suffix
bal,balding,ding,suffix
bal,bales,es,suffix
crown,crowning,ing,suffix
undergo,undergoing,ing,suffix
undergo,undergone,ne,suffix
flu,flung,ng,suffix
owner,ownership,ship,suffix
complex,complexity,ity,suffix
hold,holdings,ings,suffix
hold,holdup,up,suffix
hold,holding,ing,suffix
hold,holders,ers,suffix
hold,uphold,up,prefix
hold,household,house,prefix
depend,dependent,ent,suffix
depend,dependence,ence,suffix
depend,depending,ing,suffix
depend,depended,ed,suffix
eleven,eleventh,th,suffix
fight,fighters,ers,suffix
fight,fighting,ing,suffix
fight,fighter,er,suffix
german,germania,ia,suffix
numbered,unnumbered,un,prefix
hire,cheshire,ches,prefix
near,nearly,ly,suffix
near,nearby,by,suffix
near,nearing,ing,suffix
near,nearest,est,suffix
suspect,suspected,ed,suffix
burst,bursting,ing,suffix
hunt,hunter,er,suffix
hunt,huntley,ley,suffix
hunt,hunting,ing,suffix
aging,managing,man,prefix
aging,staging,st,prefix
excess,excessive,ive,suffix
broken,unbroken,un,prefix
recruit,recruiter,er,suffix
recruit,recruiting,ing,suffix
official,officially,ly,suffix
official,unofficial,un,prefix
fresh,freshman,man,suffix
vietnam,vietnamese,ese,suffix
canvas,canvassed,sed,suffix
rates,celebrates,celeb,prefix
rates,operates,ope,prefix
propel,propeller,ler,suffix
propel,propelling,ling,suffix
treat,treated,ed,suffix
treat,treating,ing,suffix
treat,treatment,ment,suffix
pipe,pipeline,line,suffix
spoke,spokesmen,smen,suffix
spoke,spokesman,sman,suffix
vest,harvest,har,prefix
election,reelection,re,prefix
assail,assailant,ant,suffix
assail,assailed,ed,suffix
fly,flying,ing,suffix
spot,spotted,ted,suffix
campaign,campaigned,ed,suffix
lows,allows,al,prefix
fell,fellows,ows,suffix
fell,fellow,ow,suffix
social,socialized,ized,suffix
social,socialist,ist,suffix
contest,contested,ed,suffix
survey,surveyed,ed,suffix
finan,finances,ces,suffix
finan,finance,ce,suffix
finan,financed,ced,suffix
finan,financing,cing,suffix
fee,feeble,ble,suffix
fee,feeds,ds,suffix
fee,feels,ls,suffix
fee,feeling,ling,suffix
stages,hostages,ho,prefix
god,godwin,win,suffix
bass,bassis,is,suffix
faces,surfaces,sur,prefix
glen,glennon,non,suffix
glen,glenda,da,suffix
happy,unhappy,un,prefix
corn,cornell,ell,suffix
corn,corner,er,suffix
entire,entirely,ly,suffix
entire,entirety,ty,suffix
deal,dealing,ing,suffix
deal,dealings,ings,suffix
deal,dealer,er,suffix
deal,dealers,ers,suffix
pop,popped,ped,suffix
neil,mcneil,mc,prefix
hog,hogan,an,suffix
keel,keeler,er,suffix
master,masterful,ful,suffix
master,headmaster,head,prefix
offer,offered,ed,suffix
offer,offering,ing,suffix
offer,offerings,ings,suffix
bad,badly,ly,suffix
last,lasted,ed,suffix
last,lasting,ing,suffix
las,lasted,ted,suffix
las,lasting,ting,suffix
think,thinking,ing,suffix
finish,finished,ed,suffix
finish,finishing,ing,suffix
finish,finishes,es,suffix
ask,asked,ed,suffix
ask,asking,ing,suffix
frank,franker,er,suffix
frank,frankly,ly,suffix
frank,frankford,ford,suffix
frank,frankness,ness,suffix
frank,frankie,ie,suffix
lever,leverett,ett,suffix
thank,thanked,ed,suffix
than,thanked,ked,suffix
than,thanks,ks,suffix
steel,steelers,ers,suffix
fellows,fellowship,hip,suffix
fellow,fellowship,ship,suffix
fast,fastened,ened,suffix
fast,fastest,est,suffix
fast,faster,er,suffix
fast,breakfast,break,prefix
special,specialize,ize,suffix
special,specialist,ist,suffix
promise,compromise,com,prefix
courage,courageous,ous,suffix
courage,encourage,en,prefix
exempt,exemption,ion,suffix
youth,youthful,ful,suffix
month,monthly,ly,suffix
study,studying,ing,suffix
dying,studying,stu,prefix
dying,tidying,ti,prefix
wrong,wrongful,ful,suffix
search,research,re,prefix
search,searching,ing,suffix
silent,silently,ly,suffix
steer,steering,ing,suffix
steer,steered,ed,suffix
sum,summed,med,suffix
sum,summer,mer,suffix
sum,summit,mit,suffix
ngo,congo,co,prefix
fare,warfare,war,prefix
rear,reared,ed,suffix
boom,boomed,ed,suffix
eating,creating,cr,prefix
eating,treating,tr,prefix
relative,relatively,ly,suffix
adc,adcock,ock,suffix
mary,maryland,land,suffix
round,roundup,up,suffix
round,rounded,ed,suffix
wind,windows,ows,suffix
wind,window,ow,suffix
wind,windup,up,suffix
visit,visitors,ors,suffix
visit,visiting,ing,suffix
visit,visited,ed,suffix
visit,visitor,or,suffix
aged,managed,man,prefix
aged,staged,st,prefix
friends,friendship,hip,suffix
bank,bankers,ers,suffix
bank,banker,er,suffix
bank,banked,ed,suffix
emerge,emergency,ncy,suffix
ears,appears,app,prefix
ears,clears,cl,prefix
second,secondary,ary,suffix
card,postcard,post,prefix
card,scorecard,score,prefix
fail,failed,ed,suffix
fail,failure,ure,suffix
fail,failing,ing,suffix
menu,menuhin,hin,suffix
fires,fireside,ide,suffix
eighteen,eighteenth,th,suffix
post,postman,man,suffix
post,posters,ers,suffix
post,poster,er,suffix
post,postmen,men,suffix
post,postal,al,suffix
post,posted,ed,suffix
post,posture,ure,suffix
draw,drawings,ings,suffix
draw,drawers,ers,suffix
draw,withdraw,with,prefix
draw,drawing,ing,suffix
outfield,outfielder,er,suffix
catch,catching,ing,suffix
catch,catcher,er,suffix
catch,catchers,ers,suffix
interest,interested,ed,suffix
rested,interested,inte,prefix
rested,arrested,ar,prefix
earnest,earnestly,ly,suffix
element,elementary,ary,suffix
annual,annually,ly,suffix
ann,annually,ually,suffix
ann,annual,ual,suffix
motor,motorists,ists,suffix
motor,motorist,ist,suffix
church,churches,es,suffix
church,churchmen,men,suffix
covet,coveted,ed,suffix
command,commandant,ant,suffix
command,commander,er,suffix
command,commanding,ing,suffix
produce,producers,rs,suffix
attack,attacking,ing,suffix
attack,attacked,ed,suffix
bell,bellwood,wood,suffix
bell,bellows,ows,suffix
bound,rebound,re,prefix
bound,bounded,ed,suffix
cell,cellar,ar,suffix
cell,cellist,ist,suffix
physical,physically,ly,suffix
huff,huffman,man,suffix
cecil,cecilia,ia,suffix
mud,malmud,mal,prefix
base,baseman,man,suffix
pun,punted,ted,suffix
pun,punching,ching,suffix
dominic,dominican,an,suffix
bert,albert,al,prefix
bert,robert,ro,prefix
bert,sybert,sy,prefix
bert,berton,on,suffix
bert,hubert,hu,prefix
bert,herbert,her,prefix
common,uncommon,un,prefix
afford,stafford,st,prefix
ford,ledford,led,prefix
ford,lawford,law,prefix
marines,submarines,sub,prefix
romp,romped,ed,suffix
sued,issued,is,prefix
sued,ensued,en,prefix
sued,pursued,pur,prefix
general,generally,ly,suffix
nell,donnell,don,prefix
tests,protests,pro,prefix
display,displayed,ed,suffix
display,displaying,ing,suffix
glad,gladden,den,suffix
say,saying,ing,suffix
located,allocated,al,prefix
halting,haltingly,ly,suffix
wallop,walloped,ed,suffix
wallop,walloping,ing,suffix
cope,copeland,land,suffix
tom,tommy,my,suffix
part,partners,ners,suffix
part,partner,ner,suffix
part,parties,ies,suffix
drive,driveway,way,suffix
drive,drivers,rs,suffix
potato,potatoes,es,suffix
due,undue,un,prefix
due,subdue,sub,prefix
due,duels,ls,suffix
absorb,absorbed,ed,suffix
possess,possessing,ing,suffix
possess,possessive,ive,suffix
fool,foolish,ish,suffix
crash,crashes,es,suffix
crash,crashed,ed,suffix
ashes,crashes,cr,prefix
ashes,clashes,cl,prefix
drop,dropped,ped,suffix
drop,dropping,ping,suffix
what,whatever,ever,suffix
paper,newspaper,news,prefix
bargain,bargaining,ing,suffix
pending,depending,de,prefix
ending,depending,dep,prefix
ending,amending,am,prefix
ending,defending,def,prefix
van,vanity,ity,suffix
hope,hopeless,less,suffix
hope,hopeful,ful,suffix
hope,hopefully,fully,suffix
repay,repayable,able,suffix
twist,twisting,ing,suffix
pray,prayer,er,suffix
pray,prayed,ed,suffix
pray,prayers,ers,suffix
ended,expended,exp,prefix
ended,defended,def,prefix
ended,intended,int,prefix
ended,contended,cont,prefix
ended,depended,dep,prefix
ended,amended,am,prefix
ended,commended,comm,prefix
overt,overtime,ime,suffix
fuel,fueled,ed,suffix
fuel,refuel,re,prefix
plus,surplus,sur,prefix
hill,downhill,down,prefix
journal,journalism,ism,suffix
journal,journalist,ist,suffix
useful,usefulness,ness,suffix
conduct,conductors,ors,suffix
conduct,conducting,ing,suffix
conduct,conducted,ed,suffix
conduct,conductor,or,suffix
mob,mobile,ile,suffix
clean,cleaner,er,suffix
clean,cleaning,ing,suffix
clean,cleaners,ers,suffix
slump,slumped,ed,suffix
turk,turkey,ey,suffix
turk,turkish,ish,suffix
hole,keyhole,key,prefix
taken,mistaken,mis,prefix
speech,speeches,es,suffix
you,youth,th,suffix
you,young,ng,suffix
capable,incapable,in,prefix
elder,elderly,ly,suffix
full,fuller,er,suffix
full,fullback,back,suffix
drag,dragging,ging,suffix
drag,dragged,ged,suffix
drag,dragnet,net,suffix
mind,minded,ed,suffix
mill,miller,er,suffix
mill,millie,ie,suffix
mill,millions,ions,suffix
mill,million,ion,suffix
constant,constantly,ly,suffix
decree,decreeing,ing,suffix
valid,validity,ity,suffix
valid,validated,ated,suffix
valid,validate,ate,suffix
america,americans,ns,suffix
definite,indefinite,in,prefix
definite,definitely,ly,suffix
evident,evidently,ly,suffix
married,unmarried,un,prefix
sit,sitting,ting,suffix
sit,transit,tran,prefix
sit,visit,vi,prefix
sit,sites,es,suffix
hear,hearts,ts,suffix
hear,hearty,ty,suffix
hear,hearings,ings,suffix
hear,hearing,ing,suffix
foot,footing,ing,suffix
best,bestow,ow,suffix
best,bestowed,owed,suffix
best,bester,er,suffix
perform,performed,ed,suffix
perform,performers,ers,suffix
perform,performing,ing,suffix
room,rooming,ing,suffix
room,bedroom,bed,prefix
frances,francesca,ca,suffix
pete,compete,com,prefix
pain,painted,ted,suffix
pain,painting,ting,suffix
pain,painful,ful,suffix
pain,painter,ter,suffix
roof,roofer,er,suffix
lined,declined,dec,prefix
lined,outlined,out,prefix
front,frontier,ier,suffix
streak,streaked,ed,suffix
stand,withstand,with,prefix
stand,standard,ard,suffix
stand,standing,ing,suffix
stand,standards,ards,suffix
admit,admitting,ting,suffix
admit,admitted,ted,suffix
with,without,out,suffix
with,within,in,suffix
key,donkey,don,prefix
trim,trimble,ble,suffix
trim,trimmed,med,suffix
michael,michaelson,son,suffix
michaels,michaelson,on,suffix
protect,protecting,ing,suffix
protect,protective,ive,suffix
protect,protection,ion,suffix
protect,protected,ed,suffix
north,northwest,west,suffix
north,northern,ern,suffix
north,northeast,east,suffix
contain,contained,ed,suffix
contain,containing,ing,suffix
mouth,mouthing,ing,suffix
hopeless,hopelessly,ly,suffix
given,forgiven,for,prefix
tacked,attacked,at,prefix
restrain,restrained,ed,suffix
trained,restrained,res,prefix
deliver,delivering,ing,suffix
deliver,delivered,ed,suffix
birth,birthday,day,suffix
birth,rebirth,re,prefix
lent,talent,ta,prefix
care,carefully,fully,suffix
care,careful,ful,suffix
care,career,er,suffix
care,careers,ers,suffix
careful,carefully,ly,suffix
await,awaiting,ing,suffix
await,awaited,ed,suffix
old,older,er,suffix
old,oldest,est,suffix
old,harold,har,prefix
wage,sewage,se,prefix
quick,quickly,ly,suffix
quick,quickie,ie,suffix
rule,rulers,rs,suffix
together,altogether,al,prefix
demand,demanding,ing,suffix
demand,demanded,ed,suffix
stick,stickney,ney,suffix
stick,stickler,ler,suffix
pardon,pardoned,ed,suffix
signing,designing,de,prefix
merge,mergers,rs,suffix
expect,expected,ed,suffix
expect,expecting,ing,suffix
taxi,taxiing,ing,suffix
taxi,taxing,ng,suffix
adam,adamant,ant,suffix
adam,adamson,son,suffix
addition,additional,al,suffix
finger,fingered,ed,suffix
enter,entering,ing,suffix
enter,entered,ed,suffix
enter,entertain,tain,suffix
both,bothered,ered,suffix
bomb,bombing,ing,suffix
bomb,bomber,er,suffix
bomb,bombers,ers,suffix
trail,trailed,ed,suffix
trail,trailing,ing,suffix
pod,podgers,gers,suffix
pod,podger,ger,suffix
result,resulted,ed,suffix
result,resulting,ing,suffix
absolute,absolutely,ly,suffix
how,however,ever,suffix
how,howard,ard,suffix
how,howell,ell,suffix
dread,dreadful,ful,suffix
permit,permitted,ted,suffix
permit,permitting,ting,suffix
assist,assistance,ance,suffix
assist,assistant,ant,suffix
assist,assisting,ing,suffix
assist,assistants,ants,suffix
assist,assisted,ed,suffix
elected,reelected,re,prefix
fred,alfred,al,prefix
trust,trusted,ed,suffix
trust,trusting,ing,suffix
trust,trustee,ee,suffix
decisive,indecisive,in,prefix
pleasant,unpleasant,un,prefix
pleasant,pleasantly,ly,suffix
belt,belted,ed,suffix
belt,belting,ing,suffix
book,booked,ed,suffix
gee,geeing,ing,suffix
link,linking,ing,suffix
sides,presides,pre,prefix
sides,besides,be,prefix
pack,packers,ers,suffix
pack,packed,ed,suffix
pin,pinsk,sk,suffix
pin,pinks,ks,suffix
pin,pinar,ar,suffix
pin,pinched,ched,suffix
pointed,appointed,ap,prefix
serves,preserves,pre,prefix
serves,deserves,de,prefix
serves,reserves,re,prefix
slash,slashed,ed,suffix
boast,boasting,ing,suffix
boast,boasted,ed,suffix
carl,carlson,son,suffix
bed,bedtime,time,suffix
bed,bedroom,room,suffix
moment,momentous,ous,suffix
inner,skinner,sk,prefix
live,lively,ly,suffix
ally,really,re,prefix
ally,formally,form,prefix
ally,ideally,ide,prefix
ally,mentally,ment,prefix
submit,submitted,ted,suffix
roar,roaring,ing,suffix
woo,woods,ds,suffix
woo,wooden,den,suffix
woo,wooded,ded,suffix
slated,translated,tran,prefix
del,delta,ta,suffix
del,model,mo,prefix
del,fidel,fi,prefix
une,moune,mo,prefix
helm,wilhelm,wil,prefix
box,boxwood,wood,suffix
box,boxes,es,suffix
box,boxer,er,suffix
rated,separated,sepa,prefix
rated,operated,ope,prefix
rated,celebrated,celeb,prefix
paid,repaid,re,prefix
harbor,harboring,ing,suffix
plead,pleaded,ed,suffix
plea,pleaded,ded,suffix
plea,pleads,ds,suffix
plea,pleased,sed,suffix
plea,please,se,suffix
workable,unworkable,un,prefix
rhodes,rhodesia,ia,suffix
wings,showings,sho,prefix
account,accounting,ing,suffix
account,accounted,ed,suffix
yield,yielding,ing,suffix
yield,yielded,ed,suffix
precise,precisely,ly,suffix
sports,sportsman,man,suffix
sports,transports,tran,prefix
sport,sportsman,sman,suffix
sport,sporting,ing,suffix
gait,gaither,her,suffix
